entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	type	dominant	recessive	duplicability	origin	degree	mirna	function	expression	chromosome	tstart	tend	type_of_screening	cancer_type
2019	EN1	engrailed homeobox 1	2q14.2	08835	3342	131290	NP_001417	NM_001426	ENSP00000295206	candidate	0	0	0	Eukaryotes	4	0	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	22	chr2	119600517	119604743	WGS	lung
387712	ENO4	enolase family member 4	10q25.3	-	31670	-	NP_001229628	NM_001242699	ENSP00000345555	candidate	0	0	0	Last Universal Common Ancestor	0	0	-1	-1	chr10	118609078	118641177	WGS	lung
2033	EP300	E1A binding protein p300	22q13.2	04078	3373	602700	NP_001420	NM_001429	ENSP00000263253	known	0	1	0	Eukaryotes	406	11	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	77	chr22	41489009	41574957	CGC,WES	breast,colorectal,leukemia,lymphoma,pancreas,bladder
23136	EPB41L3	erythrocyte membrane protein band 4.1-like 3	18p11.32	05622	3380	605331	NP_036439	NM_012307	ENSP00000343158	candidate	0	0	0	Metazoans	18	1	Cellular processes	72	chr18	5394685	5489182	WES	gastric
80314	EPC1	enhancer of polycomb homolog 1 (Drosophila)	10p11	09941	19876	610999	NP_079485	NM_025209	ENSP00000263062	candidate	0	0	0	Eukaryotes	19	7	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chr10	32557994	32635843	WES	pancreas
57724	EPG5	ectopic P-granules autophagy protein 5 homolog (C. elegans)	18q12.3	11157	29331	-	NP_066015	NM_020964	ENSP00000282041	candidate	0	0	0	Eukaryotes	21	0	-1	-1	chr18	43432435	43547205	WES	breast,chronic lymphocytic leukemia
2041	EPHA1	EPH receptor A1	7q34	01554	3385	179610	NP_005223	NM_005232	ENSP00000275815	candidate	0	0	0	Last Universal Common Ancestor	1	1	Cellular metabolism,Cellular processes,Signal transduction	36	chr7	143088553	143105898	HTMS	sarcoma
2042	EPHA3	EPH receptor A3	3p11.2	01555	3387	179611	NP_872585;NP_005224	NM_182644;NM_005233	ENSP00000337451;ENSP00000399926	candidate	0	0	0	Last Universal Common Ancestor	7	0	Cellular metabolism,Cellular processes,Signal transduction	27	chr3	89156899	89528649	HTMS,WES	lung,colorectal
2043	EPHA4	EPH receptor A4	2q36.1	03719	3388	602188	NP_004429	NM_004438	ENSP00000281821	candidate	0	0	0	Last Universal Common Ancestor	7	6	Cellular metabolism,Cellular processes,Signal transduction	21	chr2	222290751	222436968	WGS	chronic lymphocytic leukemia
2044	EPHA5	EPH receptor A5	4q13.1	02474	3389	600004	NP_004430;NP_872272	NM_004439;NM_182472	ENSP00000273854	candidate	0	0	0	Last Universal Common Ancestor	0	2	Cellular metabolism,Cellular processes,Signal transduction	46	chr4	66189835	66535460	HTMS	breast,lung,ovarian,pancreas,prostate,sarcoma
2045	EPHA7	EPH receptor A7	6q16.1	03721	3390	602190	NP_004431	NM_004440	ENSP00000358309	candidate	0	0	0	Last Universal Common Ancestor	13	3	Cellular metabolism,Cellular processes,Signal transduction	10	chr6	93953147	94129059	HTMS,WES	sarcoma,head and neck squamous cell carcinoma,prostate
2047	EPHB1	EPH receptor B1	3q21-q23	02790	3392	600600	NP_004432	NM_004441	ENSP00000381097	candidate	0	0	0	Last Universal Common Ancestor	5	0	Cellular metabolism,Cellular processes,Development,Signal transduction	49	chr3	134514474	134977959	HTMS,WES	breast,lung,ovarian,pancreas,prostate,chronic lymphocytic leukemia
2050	EPHB4	EPH receptor B4	7q22	02481	3395	600011	NP_004435	NM_004444	ENSP00000350896	candidate	0	0	0	Last Universal Common Ancestor	2	1	Cellular metabolism,Cellular processes,Development,Signal transduction	77	chr7	100401086	100424652	WGS	melanoma
2051	EPHB6	EPH receptor B6	7q33-q35	04133	3396	602757	NP_004436	NM_004445	ENSP00000376684	candidate	0	0	0	Last Universal Common Ancestor	5	0	Cellular metabolism,Cellular processes,Signal transduction	71	chr7	142560986	142568654	WES	colorectal
2060	EPS15	epidermal growth factor receptor pathway substrate 15	1p32	08968	3419	600051	NP_001153441;NP_001972	NM_001159969;NM_001981	ENSP00000360798	known	1	0	0	Eukaryotes	133	0	Cellular processes,Signal transduction	94	chr1	51822375	51946995	CGC	leukemia
2064	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	17q11.2-q12|17q21.1	01281	3430	164870	NP_001005862;NP_004439	NM_001005862;NM_004448	ENSP00000385185;ENSP00000269571	known	1	0	0	Last Universal Common Ancestor	106	15	Cell cycle,Cell motility and interactions,Cellular metabolism,Cellular processes,Development,Immune system response,Multicellular activities,Regulation of intracellular processes and metabolism,Signal transduction	71	chr17	37856492	37884294	CGC,HTMS,WES,WGS,Amplified	breast,gastric,lung,other,ovarian,glioblastoma
55914	ERBB2IP	erbb2 interacting protein	5q12.3	06090	15842	606944	NP_001240630;NP_001240628;NP_001240627;NP_001006600;NP_001240626;NP_061165	NM_001253701;NM_001253699;NM_001253698;NM_001006600;NM_001253697;NM_018695	ENSP00000370322;ENSP00000284037;ENSP00000370330	candidate	0	0	0	Last Universal Common Ancestor	38	9	Cell cycle,Cellular processes,Development,Signal transduction	83	chr5	65288547	65374355	WES	lymphoma
2065	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	12q13	01820	3431	190151	NP_001973;NP_001005915	NM_001982;NM_001005915	ENSP00000415753;ENSP00000267101	candidate	0	0	0	Last Universal Common Ancestor	53	6	Cell cycle,Cell motility and interactions,Cellular metabolism,Cellular processes,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Signal transduction	89	chr12	56474085	56495836	HTMS,WES	breast,lung,ovarian,pancreas,prostate,bladder
2066	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	2q33.3-q34	02767	3432	600543	NP_001036064;NP_005226	NM_001042599;NM_005235	ENSP00000403204;ENSP00000342235	candidate	0	0	0	Last Universal Common Ancestor	71	4	Cellular metabolism,Cellular processes,Signal transduction	83	chr2	212248343	213403254	HTMS	breast,lung,ovarian,pancreas,prostate,sarcoma
23085	ERC1	ELKS/RAB6-interacting/CAST family member 1	12p13.3	06181	17072	607127	NP_829884;NP_829883	NR_027946;NR_027948;NM_178040;NR_027949;NM_178039	ENSP00000468263	known	1	0	0	Last Universal Common Ancestor	8	5	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	93	chr12	1137070	1599393	CGC	thyroid
26059	ERC2	ELKS/RAB6-interacting/CAST family member 2	3p14.3	10810	31922	-	NP_056391	NM_015576	ENSP00000288221	candidate	0	0	0	Last Universal Common Ancestor	6	0	-1	27	chr3	55733406	56469035	WGS	liver
2068	ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2	19q13.3	00530	3434	126340	NP_001124339;NP_000391	NM_001130867;NM_000400	ENSP00000375808;ENSP00000431229	known	0	1	0	Last Universal Common Ancestor	24	0	Cell cycle,Cell response to stimuli,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	4	chr19	45854890	45873489	CGC	
2071	ERCC3	excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)	2q21	00593	3435	133510	NP_000113	NM_000122	ENSP00000285398	known	0	1	0	Last Universal Common Ancestor	38	2	Cell cycle,Cell response to stimuli,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	38	chr2	128015175	128051295	CGC	
2072	ERCC4	excision repair cross-complementing rodent repair deficiency, complementation group 4	16p13.12	00594	3436	133520	NP_005227	NM_005236	ENSP00000310520	known	0	1	0	Last Universal Common Ancestor	25	1	Cell response to stimuli,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	48	chr16	14014023	14042201	CGC	
2073	ERCC5	excision repair cross-complementing rodent repair deficiency, complementation group 5	13q33	00595	3437	133530	NP_000114	NM_000123	ENSP00000347978	known	0	1	0	Last Universal Common Ancestor	23	3	Cell cycle,Cell response to stimuli,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism	58	chr13	103498617	103528250	CGC,WGS	melanoma
2074	ERCC6	excision repair cross-complementing rodent repair deficiency, complementation group 6	10q11.23	00596	3438	609413	NP_000115	NM_000124	ENSP00000348089	candidate	0	0	0	Last Universal Common Ancestor	44	0	Cell response to stimuli,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	93	chr10	50666864	50741010	WES	colorectal,gastric
2078	ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	21q22.3	01298	3446	165080	NP_891548;NP_001129626;NP_004440;NP_001230357;NP_001230358;NP_001129627;NP_001230361	NM_182918;NM_001136154;NM_001243433;NM_004449;NM_001243428;NM_001243429;NM_001136155;NM_001243432	ENSP00000414150;ENSP00000381871;ENSP00000394694;ENSP00000288319	known	1	0	0	Metazoans	44	2	Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	61	chr21	39755328	39947624	CGC	leukemia,prostate,sarcoma
54206	ERRFI1	ERBB receptor feedback inhibitor 1	1p36	09218	18185	608069	NP_061821	NM_018948	ENSP00000366702	candidate	0	0	0	Eukaryotes	11	1	-1	-1	chr1	8073273	8075679	WGS	liver
9700	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)	12q	06825	16856	604143	NP_036423	NM_012291	ENSP00000257934	candidate	0	0	0	Eukaryotes	9	4	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism	56	chr12	53662551	53687255	WES	bladder
2113	ETS1	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)	11q23.3	01260	3488	164720	NP_001137292;NP_001155894;NP_005229	NM_001143820;NM_001162422;NM_005238	ENSP00000376436;ENSP00000441430	candidate	0	0	0	Metazoans	104	9	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription	31	chr11	128332259	128443025	HTMS,WES	breast,lung,ovarian,pancreas,prostate,non-hodgkin lymphoma
2115	ETV1	ets variant 1	7p21.3	02765	3490	600541	NP_001156624;NP_001156623;NP_001156621;NP_001156620;NP_001156622;NP_004947;NP_001156619	NM_001163152;NM_001163151;NM_001163149;NM_001163148;NM_001163150;NM_004956;NM_001163147	ENSP00000242066;ENSP00000340853;ENSP00000411626;ENSP00000382293;ENSP00000405327	known	1	0	0	Metazoans	22	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	89	chr7	13935494	14028677	CGC,Amplified	prostate,sarcoma
2118	ETV4	ets variant 4	17q21	02833	3493	600711	NP_001073143;NP_001977	NM_001079675;NM_001986	ENSP00000321835;ENSP00000443846;ENSP00000377273	known	1	0	0	Metazoans	15	1	Cell cycle,Cell motility and interactions,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	11	chr17	41605890	41622985	CGC	prostate,sarcoma
2119	ETV5	ets variant 5	3q28	09035	3494	601600	NP_004445	NM_004454	ENSP00000306894	known	1	0	0	Metazoans	16	1	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	79	chr3	185766431	185823657	CGC,WGS	prostate,melanoma
2120	ETV6	ets variant 6	12p13	15976	3495	600618	NP_001978	NM_001987	-	known	1	0	0	Metazoans	26	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	13	chr12	11905384	12043977	CGC,WES	breast,leukemia,lymphoma,myelodysplasia,sarcoma
2125	EVPL	envoplakin	17q25	03352	3503	601590	NP_001979	NM_001988	ENSP00000301607	candidate	0	0	0	Eukaryotes	19	0	Cellular metabolism,Cellular processes,Development	4	chr17	74003187	74023279	WES	pancreas
2130	EWSR1	Ewing sarcoma breakpoint region 1	22q12.2	00592	3508	133450	NP_053733;NP_001156759;NP_005234;NP_001156758;NP_001156757	NM_013986;NM_001163287;NM_005243;NM_001163286;NM_001163285	ENSP00000385726;ENSP00000327456;ENSP00000381031;ENSP00000400142	known	1	0	1	Eukaryotes	333	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	109	chr22	29668370	29696148	CGC	desmoplastic small round cell tumor,leukemia,myoepithelioma,sarcoma
55763	EXOC1	exocyst complex component 1	4q12	07615	30380	607879	NP_060731;NP_839955;NP_001020095	NM_018261;NM_178237;NM_001024924	ENSP00000370695;ENSP00000326514;ENSP00000334431	candidate	0	0	0	Eukaryotes	40	0	Cellular processes	102	chr4	56724490	56770658	WGS	melanoma
55770	EXOC2	exocyst complex component 2	6p25.3	11544	24968	-	NP_060773	NM_018303	ENSP00000230449	candidate	0	0	0	Eukaryotes	18	3	Cellular processes	23	chr6	486674	637818	HTMS	breast,lung,ovarian,pancreas,prostate
60412	EXOC4	exocyst complex component 4	7q31	12185	30389	608185	NP_001032203;NP_068579	NM_001037126;NM_021807	ENSP00000376868;ENSP00000253861	candidate	0	0	0	Eukaryotes	31	1	Cellular processes	-1	chr7	132937858	133749278	WES	colorectal
149371	EXOC8	exocyst complex component 8	1q42.2	09943	24659	-	NP_787072	NM_175876	ENSP00000353564	candidate	0	0	0	Eukaryotes	36	1	Cellular processes	-1	chr1	231471317	231473491	WES	pancreas
23086	EXPH5	exophilin 5	11q22.3	08341	30578	612878	NP_055880	NM_001144763;NM_001144765;NM_015065	ENSP00000265843	candidate	0	0	0	Mammals	3	0	Cellular processes	87	chr11	108380267	108464263	WES	pancreas
2131	EXT1	exostosin 1	8q24.11	00598	3512	608177	NP_000118	NM_000127	-	known	0	1	0	Eukaryotes	6	1	Cell cycle,Cellular metabolism,Development,Regulation of intracellular processes and metabolism,Signal transduction	87	chr8	118811954	119123285	CGC	
2132	EXT2	exostosin 2	11p12-p11	00599	3513	608210	NP_997005;NP_001171554;NP_000392	NM_207122;NM_001178083;NM_000401	ENSP00000379032;ENSP00000351509;ENSP00000431173	known	0	1	0	Eukaryotes	34	1	Cell cycle,Cellular metabolism,Development,Regulation of intracellular processes and metabolism,Signal transduction	91	chr11	44117803	44265834	CGC,HTMS	breast,lung,ovarian,pancreas,prostate
2070	EYA4	eyes absent homolog 4 (Drosophila)	6q23	04648	3522	603550	NP_004091;NP_742101;NP_742103	NM_004100;NM_172103;NM_172105;NM_172104	ENSP00000356870;ENSP00000347294	candidate	0	0	0	Eukaryotes	1	12	Cell response to stimuli,Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	20	chr6	133595919	133849940	WES	colorectal
346007	EYS	eyes shut homolog (Drosophila)	6q12	16853	21555	612424	NP_938024;NP_001136273;NP_001136272	NM_198283;NM_001142801;NM_001142800	ENSP00000424243;ENSP00000377042;ENSP00000341818	candidate	0	0	0	Last Universal Common Ancestor	0	3	-1	-1	chr6	64430495	66205303	HTMS	breast,lung,ovarian,pancreas,prostate
2146	EZH2	enhancer of zeste homolog 2 (Drosophila)	7q35-q36	03342	3527	601573	NP_001190178;NP_001190177;NP_694543;NP_004447;NP_001190176	NM_001203249;NM_001203248;NM_152998;NM_004456;NM_001203247	ENSP00000419711;ENSP00000419856;ENSP00000419050;ENSP00000320147;ENSP00000223193	known	0	1	0	Last Universal Common Ancestor	128	15	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	19	chr7	148504741	148544390	CGC,WES	lymphoma,leukemia,myelodysplasia,non-hodgkin lymphoma
7430	EZR	ezrin	6q25.3	00475	12691	123900	NP_003370;NP_001104547	NM_003379;NM_001111077	ENSP00000356042;ENSP00000338934	known	1	0	0	Eukaryotes	109	3	Cell motility and interactions,Cellular processes,Development,Regulation of intracellular processes and metabolism	105	chr6	159187949	159210403	CGC	lung
2162	F13A1	coagulation factor XIII, A1 polypeptide	6p25.3-p24.3	00604	3531	134570	NP_000120	NM_000129	ENSP00000264870	candidate	0	0	0	Metazoans	24	0	Cellular metabolism,Cellular processes,Multicellular activities	95	chr6	6145855	6318897	WGS	chronic lymphocytic leukemia
2151	F2RL2	coagulation factor II (thrombin) receptor-like 2	5q13	03561	3539	601919	NP_004092	NM_004101	ENSP00000296641	candidate	0	0	0	Vertebrates	16	0	Multicellular activities,Signal transduction	17	chr5	75913410	75919055	WGS	melanoma
2157	F8	coagulation factor VIII, procoagulant component	Xq28	02384	3546	300841	NP_000123;NP_063916	NM_000132;NM_019863	ENSP00000353393;ENSP00000327895	candidate	0	0	0	Eukaryotes	27	0	Cell response to stimuli,Immune system response,Multicellular activities	89	chrX	154065875	154250827	WES	colorectal,pancreas
158584	FAAH2	fatty acid amide hydrolase 2	Xp11.21	06551	26440	300654	NP_777572	NM_174912	ENSP00000364035	candidate	0	0	0	Last Universal Common Ancestor	1	1	-1	-1	chrX	57313259	57515362	WES	head and neck squamous cell carcinoma
8772	FADD	Fas (TNFRSF6)-associated via death domain	11q13.3	03909	3573	602457	NP_003815	NM_003824	ENSP00000301838	known	0	0	0	Metazoans	66	6	Cell cycle,Development,Regulation of intracellular processes and metabolism,Signal transduction	32	chr11	70049566	70052576	CGC,Amplified	
83641	FAM107B	family with sequence similarity 107, member B	10p13	12575	23726	-	NP_113641	NM_031453	ENSP00000181796	candidate	0	0	0	Metazoans	3	1	-1	-1	chr10	14563192	14816662	WGS	breast
374393	FAM111B	family with sequence similarity 111, member B	11q12.1	07096	24200	-	NP_945185;NP_001136176;NP_001136175	NM_198947;NM_001142704;NM_001142703	ENSP00000393855;ENSP00000341565	candidate	0	0	0	Eukaryotes	3	1	-1	-1	chr11	58877099	58893772	WES	kidney
81558	FAM117A	family with sequence similarity 117, member A	17q21.33	17432	24179	-	NP_110429	NM_030802	ENSP00000240364	candidate	0	0	0	Metazoans	0	0	-1	105	chr17	47788620	47841449	WES	chronic lymphocytic leukemia
139285	FAM123B	family with sequence similarity 123B	Xq11.2	06565	26837	300647	NP_689637	NM_152424	ENSP00000329117	known	0	1	0	Vertebrates	7	1	-1	-1	chrX	63409762	63413166	CGC,WES	Wilms,colorectal (non-hypermutated)
388581	FAM132A	family with sequence similarity 132, member A	1p36.33	-	32308	-	NP_001014980	NM_001014980	ENSP00000329137	candidate	0	0	0	Metazoans	0	0	-1	-1	chr1	1177931	1182070	WGS	glioblastoma
286499	FAM133A	family with sequence similarity 133, member A	Xq21.32	06562	26748	-	NP_001164582;NP_001164580;NP_001164581;NP_775969	NM_001171111;NM_001171109;NM_001171110;NM_173698	ENSP00000348067;ENSP00000441389;ENSP00000318974;ENSP00000362169	candidate	0	0	3	Eukaryotes	0	3	-1	-1	chrX	92964419	92965162	WES	lung
